jahr;straftat_bezeichnung;nationalitaet;verurteilte
2024;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11156
2024;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;15220
2024;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;26376
2024;Schwerer Diebstahl;Nichtdeutsch;46280
2024;Schwerer Diebstahl;Deutsch;33636
2024;Schwerer Diebstahl;Gesamt;79916
2024;Sexueller Missbrauch von Kindern;Nichtdeutsch;1240
2024;Sexueller Missbrauch von Kindern;Deutsch;6180
2024;Sexueller Missbrauch von Kindern;Gesamt;7420
2024;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;35716
2024;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;85016
2024;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;120732
2024;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;13864
2024;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;34820
2024;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;48684
2024;Straftaten im Straßenverkehr;Nichtdeutsch;253024
2024;Straftaten im Straßenverkehr;Deutsch;396512
2024;Straftaten im Straßenverkehr;Gesamt;649536
2024;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;135040
2024;Straftaten im Straßenverkehr nach dem StGB;Deutsch;293668
2024;Straftaten im Straßenverkehr nach dem StGB;Gesamt;428708
2024;Straftaten insgesamt;Nichtdeutsch;1031216
2024;Straftaten insgesamt;Deutsch;1497244
2024;Straftaten insgesamt;Gesamt;2528460
2024;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;168652
2024;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;212004
2024;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;380656
2024;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;37776
2024;Straftaten nach dem Aufenthaltsgesetz;Deutsch;804
2024;Straftaten nach dem Aufenthaltsgesetz;Gesamt;38580
2024;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;47152
2024;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;98576
2024;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;145728
2024;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;609540
2024;Straftaten nach dem StGB (ohne Verkehr);Deutsch;888728
2024;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1498268
2024;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;117984
2024;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;102844
2024;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;220828
2024;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;778192
2024;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1100732
2024;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1878924
2024;Urkundenfälschung;Nichtdeutsch;40164
2024;Urkundenfälschung;Deutsch;30896
2024;Urkundenfälschung;Gesamt;71060
2024;Vergewaltigung;Nichtdeutsch;1052
2024;Vergewaltigung;Deutsch;1712
2024;Vergewaltigung;Gesamt;2764
2024;Verletzung der Unterhaltspflicht;Nichtdeutsch;356
2024;Verletzung der Unterhaltspflicht;Deutsch;1400
2024;Verletzung der Unterhaltspflicht;Gesamt;1756
